User: Full Name,Learning Assignment: Completed On,Learning Assignment: Learning Plan: Learning Plan Name,Learning Assignment: Progress %,Learning Assignment: Times Launched,Learning Assignment: Learning Plan Section: Learning Plan Section Name,Question Text,Response Text Long
R4x1nn20F2lt4n0Chr37t4ph2r,6/15/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,Remote training occurs when students are not co-located. Training materials are sent virtually. Collaboration tools and technology are required. Multiple trainers are strongly advised. Students and the Instructors are virtually together at the same time.
R4x1nn20F2lt4n0Chr37t4ph2r,6/15/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,In person training can be done by one Instructor and collaboration tools are not required since we are co-located. Visual cues are readily available for real-time feedback. Remote training requires collaboration tools and extra attention to keep the students engaged. Remote training can reach students no matter where they are located.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,All the great ideas and experiences shared from all of the trainers.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",The engagement and motivation of leaners is still my top priority. Motivated learners just learn more.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"In the penny game using the powerpoint aids learners sometimes accidentally resize the penny when dragging it across the page. Don't panic. Remember when, in a face-2-face setting, someone accidentally flips the coin and it ends on the floor? Same thing. Expect the unexpected, don't panic and recover."
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,I ask learners a lot of questions related to their experience with a topic. I reuse that in virtual settings too.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,I use small simple polls with my learners.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,Getting up and moving around even though it is in a virtual setting.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Assume positive intent. It is harder to gage the class environment in a virtual setting and students doesn't become aligned as quick as in a face-2-face classroom. This may cause friction in some situations or topics may be misunderstood. Always assume that people are trying to share or discuss something from a positive angle.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,After teaching a subject I always asks students if they have experienced anything similar to the topic or any anti-patterns related to it.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,I use more group activity work as leaners are often more engage in smaller groups. Add small quizzes and competitions with content related material.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Invite learners for a pre-meet to test and get familiar with tech. Have extra wifi available.
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Slow down, verify, repeat. Make sure your message comes across to the learners by speaking a bit slower than usual. Add extra pauses for the learning to sink in. Verify what you heard from the learner and repeat/correct the message."
R5n20Chr37t2n72n0(7PCT),6/9/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,I usually invite groups to give feedback on other groups debriefs before I give feedback myself. That will give other learners the opportunity to share their view.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Setup the breakout room and testing out the tech with the students beforehand to make them (and yourself) more prepared for the actual training.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Keep track of the chat channel for any questions.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Try to be a student yourself
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Shorter days of training and extend the overall training period.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,One teacher can teach while the other monitors the chat for questions.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,Document sharing for exercises.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,Best done with multiple trainers. Requires tools to support the learning environment.
R5n20Chr37t2n72n0(7PCT),6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,Same: The need to ensure engagement from the learners. Different: The need for digital vs. analog tools.
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,"Many new things I learned, and some I knew but helped to confirm them."
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",The PI Planning template seems to be a big improvement over doing this in a room. Easier to see and visualize.
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,Loss of connectivity will impact any of these. No initial access also. Have a pre-class webinar or practice session to resolve these issues.
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"Remote training will be, and needs to be, different than in-person training."
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Tell stories about my experience.
R57707chl3cht,6/8/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,"Using a chat window, to request ad-hoc replies."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Take this class, do your research, be prepared. Practice, practice, practice."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,"One talker at at time. Else, be on mute. Keep the discussion focused."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Have a helper. Back up internet access.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Activity debriefings
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,Ask questions for discussion. Smaller breakout sessions.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,They would share their document. Turn on their video.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"Each can be the other's back up, to assist with on-line issues."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Monitor the chat window.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,"Double the number of days, and cut in half the number of hours per day. Three-day class becomes a six-day class."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Set up online meeting rooms. Set up chart of online meeting rooms. Setup document sharing spaces.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Recognize everybody has different at home situations. Not everybody will have their home to themselves.
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Teams, because that is what we use already."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Instructor and learners not in the same location. More difficult to receive immediate feedback. Reliant and dependent on technology. Can incorporate some self learning to enhance the learning. Can replicate some physical aspects of in person training using technology, or still share some of the physical materials with your camera."
R57707chl3cht,6/5/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,Remote uses more technology. In-person uses more physical materials. Both environments can cover the same content. Teach remote can require more time than in-person.
R61n0C45tt7,7/24/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"can not pick up on all visual queues, need more tools for collaboration, more than one person is needed, use a variety of visual aids, get the remote people involved."
R61n0C45tt7,7/24/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"more than one person is needed with virtual training where one person can do an in-person training, use a variety of visual aids in both settings, get the remote people involved ,ore by directly asking them to tell stories or personal examples-- in person you can tell more of your stories. Take more breaks with remote learning and you need to find additional fun ways to engage. In-person training- you have people at your table to talk to as well as items on the table to fidget with"
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,practice practice practice
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"google classroom, zoom"
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,help them through problems
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,One instructs and the other monitors chat
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,monitor chat
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,4 hour sessions
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"student manuals, keeping the students engaged"
"7c4tt0Wh3t74n,07PC5",6/15/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,"Student engagement, technology critical."
7t1c260V2tz1l,7/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,Remote delivery training is when folks are all remote to the instructor(s).
7t1c260V2tz1l,7/9/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"The instructor has the same need to build an environment conducive to the learning process. The difference is the instructor doesn't control the environments closest to the students, which limits observation and collaboration."
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",n/a
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,attendees get confused about what to do / check break out rooms
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,n/a
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,allow more time for breaks
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,fun checkins and exercises
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,polls
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Be present - attention can drift whe virtual
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,ask direct questions to people
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,Use chat and voice.
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Have tech backup plan
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Keeping humour
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,Prepare more
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"MS Teams polls, doc sharing, etc."
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Creating breakout rooms and making links available.
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,double the duration and max of 4 hours per day.
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,"Someone to teach and someone to monitor questions on chat, etc."
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Monitor the chat.
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,Breaks
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,Create an environment conducive to learning.
7t51rt0M1nn,6/6/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Same: concurrent learning / everyone trained at the same time Different: do not have physical boards, etc."
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,test everything n advance and have the students do so as well
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?",penny batch size it was always a good ice breaker in person so interested in seeing how it works remotely
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,"multiple teams using the same doc, have multple versions ready to go, and test them in advance"
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,polls
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,Tell a story
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,practice and prepare
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,use a online collaboration tool like ms teams
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,focus on just training since it will be very easy for multitasking during the session
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,be prepared for technical issues with the students
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,"dry run pre session, have secondary spc to assist with training"
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Parking lot
T1mm60W4l1k,7/23/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,"frequent q&a, by participating they remain plugged into the session"
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Manage the chat and/or technical aspects of the breakouts.
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,One can focus on presenting the materials while the other can focus on responding to questions submitted via chat.
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"Teams for document sharing and channel mgmt of breakout teams. Webex for audit, visual and breakout mgmt."
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,"Pre-defining breakout sessions, access to materials, communication of the materials and access needs, testing the tools."
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,Double the number of days and half the time each day.
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,By running a practice session and being the student.
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,In-person and remote are similar in that the students are taking the training at the same time from the same instructors and everyone is on the same cadenance. In-person and remote differ in that the manner in which the material is presented differs. Technology is used to deliver material instead.
T1mm60W4l1k,6/15/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,Remote delivery training is the process of providing training to a geographically disbursed group of students where they are all attending the learning at the same time.
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,"Of the SAFe common topics covered in this lesson, which SAFe topic are you the most excited to use in a remote training class and what do you think will be the outcome (or what was the outcome if you have already tried it)?","Perparation, Preparation, Perparation. Make sure I am ready and have tried all things and encourage the students to do the same thing to eliminate distraction. The outcome will be a smooth running class that brings the maximum amount of knowledge to the student and see that they get it."
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What is one thing that could go wrong during one of the exercises in the SAFe common topics (such as the penny game or the PI Planning simulation) and what action can you as the trainer take to either solve or prevent it?,misunderstanding the instructions. Assist and observe to make sure that the exercise runs as expected. Provide a debrief afterwards so students get the point of the exercise.
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 5 - Teaching SAFe Remotely,What was your biggest learning from making your lesson plan?,"Be myself and relax and practice, practice, practice."
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What is a best practice you use in your in-person classroom setting that you could also use in a remote training setting?,keep people engage by using personal stories and encourage them to find similar circumstances in their live to share.
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What is an effective method for collecting fast feedback throughout a remote training class and why?,use online polling. It is a quick way to get a pulse of how the class is doing. With this information you can adjust the class accordingly for maximum effect.
T3m4th60B21tt6,6/22/2020,SAFe Remote Trainer (Limited Release),100,2,Lesson 4 - Transitioning to Remote Training,What expert advice or tip has made the most difference to you in your remote trainer journey and why?,"Be yourself. If you are confident in what you know, you can share that confidence with your students."
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,How would you facilitate activity debriefs effectively in a virtual classroom and how would you see the group's output?,By asking questions of each table to see if they understood the material and ask for them to share their output via a file share or screen share tool.
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What action(s) can you take or put in place when preparing for remote training to help you manage unanticipated issues?,Identify and put into place backups for each technical piece and try them out prior to the class.
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is one tip that you would share with someone preparing to teach a virtual class for the first time?,"Double check all your technology and have links readily available for the class to use. test, test, test."
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What would you recommend as a tip or method to keep remote learners engaged and why?,By keeping them moving around in their room and give them a different camera angle on each chapter I teach.
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What do you think is the most important working agreement you will establish during your virtual classes and why?,Having your camera on. It is important for the trainer and the students to see each other and see visual clues when the other person is responding.
T3m4th60B21tt6,6/18/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 3 - Learning and Engagement,What is something you do in your in-person training classroom that you would like to carry over into your virtual classroom?,Building comradery amongst tablemates
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one way you can gain empathy for the student's virtual classroom experience?,by using a video conferencing so you can have visual clues on whether or not the student understands what you are saying and give you means to smartly ask if the student understands. This will help those students that are not likely to talk.
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,How would you modify the length of an existing in-person class to a remote training class?,by doubling the number of days but halving the hours for each day. So for a 3 day class of 8 hours each it would for now be a 6 day class of 4 hours each.
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What do you think is one benefit of having at least two trainers for your class?,Help split the work. Also have one to deal with tech issues the students might have and help with class exercises and breakout sessions.
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,Which synchronous collaboration tools are you most likely to use to support your classroom experience and why?,"there are lots of tools. The ones that come to mind are MS Teams, WebEx and Sococo. These tools allow students to collaborate on various levels like use of chat and whiteboard features."
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What is one activity your co-trainer can do to support you while you are teaching a remote class?,Monitor tech issues
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 2 - Preparing for Remote Training,What are some things you have thought about regarding the pre-course setup activities?,Help get the students setup before class begins and resolve any tech issues that there may be before the class begins.
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,What is different and/or the same between remote and in-person training environments?,"Things that are the same: the student, the student's needs, the material. Things that are different: Big one is feedback mechanism between the teacher and student. Heavy use of technology."
T3m4th60B21tt6,6/17/2020,SAFe Remote Trainer (Limited Release),100,1,Lesson 1 - Welcome to SAFe Remote Trainer,How would you describe remote delivery training (e.g what are some key elements or features)?,A challenging and reward new way to impart the knowledge and philosophy of Scaled Agile to a broader audience in varied locations. This will require the trainer to map out technologies and techniques that will best deliver the knowledge that the students need. This will require the trainer to listen to his/her students and seek for ways to engage and connect the student to the teach and inform.
